CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,MeanBalance_Neighbors,Balance_to_Salary,IsHighCreditScore
796,Spain,1,41,8,107525.07,1,1,0,18510.41,0,114374.97720000002,5.808583462848049,1
715,France,1,23,7,139224.92,2,1,0,65057.71,0,129549.46379999998,2.1399889422953517,1
695,France,0,42,7,121453.63,1,0,0,46374.64,0,123883.6643,2.6189100570903174,0
747,France,0,25,4,0.0,2,0,1,42039.67,0,612.9705,0.0,1
584,Germany,0,54,1,77354.37,1,0,0,138192.98,1,108493.02299999999,0.5597520962924722,0
476,France,1,40,6,0.0,1,1,1,22735.45,0,12557.9775,0.0,0
850,France,0,39,7,79259.99,1,0,1,186910.74,0,99942.82400000001,0.4240503566014634,1
529,France,1,30,2,116295.29,1,1,0,75285.47,0,120028.5239,1.5447037163516897,0
584,Spain,0,59,1,0.0,1,0,1,130260.11,1,26070.672500000004,0.0,0
586,Germany,1,34,9,74309.81,1,1,0,15034.93,0,104543.5993,4.942149238523989,0
674,Germany,1,34,2,152797.9,1,1,0,175709.4,1,128803.0403,0.8696007749114452,0
552,France,1,42,9,133701.07,2,1,0,101069.71,1,121613.22479999997,1.3228468465295238,0
601,Germany,0,33,7,114430.18,2,1,1,153012.13,0,116014.3653,0.7478454953506277,0
541,France,1,29,7,127504.57,1,0,0,86173.92,0,124160.17120000001,1.4796018377504732,0
744,Germany,0,41,2,84113.41,1,1,0,197548.63,0,109532.704,0.4257836878763073,1
595,Spain,0,23,10,101126.66,2,0,0,37042.8,0,108335.60490000002,2.72992133636398,0
724,Germany,1,33,5,103564.83,2,1,0,121085.72,0,111521.97180000001,0.8552947011860591,1
533,Spain,0,52,7,0.0,1,0,1,194113.99,1,30288.053900000006,0.0,0
618,France,1,37,2,168178.21,2,0,1,101273.23,0,143870.6313,1.6606219568393656,0
523,Germany,0,39,1,143903.11,1,1,1,118711.75,1,128241.21029999999,1.212195909874887,0
642,Germany,0,30,5,129753.69,1,1,0,582.53,0,125541.6656,222.35993008071566,0
584,France,1,35,9,0.0,2,1,0,192381.21,0,1265.7109,0.0,0
521,France,1,38,5,110641.18,1,0,1,136507.69,1,113215.22599999997,0.810506495960074,0
662,France,0,36,4,166909.2,2,1,0,138871.12,1,143584.2272,1.2018913515542213,0
758,France,0,34,1,154139.45,1,1,1,60728.89,0,134521.43010000003,2.5381150863273425,1
717,France,1,38,7,97459.06,1,0,0,189175.71,0,110382.9839,0.5151747273752673,1
611,France,1,40,1,0.0,2,1,1,102547.56,0,0.0,0.0,0
766,Germany,1,43,6,112088.04,2,1,1,36706.56,0,117267.40789999999,3.0535410144395323,1
636,France,0,34,3,0.0,2,1,1,44756.25,0,0.0,0.0,0
814,France,0,48,7,0.0,2,1,1,132870.15,0,0.0,0.0,1
760,Spain,1,28,1,141038.57,2,0,0,16287.38,0,122658.04349999997,8.658845753844153,1
607,Germany,1,39,2,84468.67,2,1,1,121945.42,0,105045.881,0.6926703547344809,0
725,Spain,0,36,4,118520.26,1,0,0,131173.9,1,117595.23189999997,0.9035284951618031,1
600,France,1,37,1,142663.46,1,0,1,88669.89,0,130341.77380000001,1.6089097560653782,0
656,Germany,1,27,4,118627.16,2,1,1,160835.3,0,116325.82440000001,0.7375645920728096,0
640,Spain,1,34,1,137523.02,1,0,0,24761.36,0,126777.73620000001,5.5537121663686335,0
439,France,1,28,7,110976.23,2,1,0,138526.96,0,111880.80759999999,0.8011106927439053,0
549,France,0,38,8,107283.4,1,0,0,157442.75,0,112245.1694,0.6814078043745782,0
622,France,1,38,5,0.0,2,0,0,105295.77,0,0.0,0.0,0
715,France,1,34,4,124314.45,1,0,0,97782.92,0,123675.3858,1.2713179222105229,1
657,France,0,41,5,95858.37,1,1,1,68255.88,0,107354.5984,1.4043766723588889,0
703,France,1,36,2,0.0,2,1,0,108790.95,0,0.0,0.0,1
802,France,1,33,8,0.0,2,1,0,143706.18,0,0.0,0.0,1
793,Spain,0,36,0,0.0,1,0,0,148993.47,0,29159.7103,0.0,1
554,France,0,35,6,117707.18,2,0,0,95277.15,1,120614.48089999998,1.235405809201795,0
533,Spain,1,38,1,135289.33,2,0,1,152956.33,0,125730.25990000002,0.8844906615459357,0
658,France,1,36,8,174060.46,1,1,1,94925.62,0,147028.9021,1.8336317041521124,0
713,Germany,1,40,3,114446.84,2,1,1,87308.18,0,116119.14109999995,1.310822527482219,1
711,Spain,1,37,2,0.0,2,1,0,83978.86,1,1099.5151,0.0,1
669,France,1,25,1,157848.53,1,0,0,37543.93,1,133531.6727,4.204256873031858,0
439,France,0,43,8,0.0,1,0,1,104889.3,0,15688.838300000001,0.0,0
763,Spain,0,37,6,0.0,2,1,1,149705.25,0,0.0,0.0,1
697,Germany,0,74,3,108071.36,2,1,1,16445.79,0,93425.78450000001,6.570969775865077,0
702,Spain,0,35,8,14262.8,2,1,0,54689.16,0,1227.3436,0.2607928007524571,1
686,Spain,1,41,7,102749.72,1,0,1,194913.86,0,110631.63979999999,0.5271518036131263,0
629,Spain,1,36,1,161757.87,2,1,1,146371.72,0,136021.0001,1.1051094083651654,0
823,France,1,38,1,0.0,2,1,0,156603.7,0,1885.8071000000002,0.0,1
683,Germany,0,35,5,95698.79,1,0,1,182566.76,0,106539.80499999998,0.5241823090780102,0
555,France,1,37,9,124969.13,1,1,0,60194.05,0,121958.4796,2.076069876177526,0
647,Germany,1,44,4,93960.35,1,1,0,36579.53,1,111732.0611,2.5685890827716276,0
714,France,0,51,4,88308.87,3,0,0,5862.53,1,91587.2065,15.060700635965024,1
850,Spain,0,39,10,0.0,2,1,1,143030.09,0,6777.517000000001,0.0,1
713,France,0,59,3,0.0,2,1,1,62700.08,0,1154.531,0.0,1
452,France,1,30,7,112935.87,1,1,1,99017.34,0,118245.0724,1.140555072928914,0
683,Spain,0,24,8,98567.1,1,1,0,187987.01,0,106976.28419999998,0.5243265248671977,0
577,France,0,26,1,180530.51,1,0,0,123454.62,0,140996.6776,1.4623109907835707,0
552,France,1,33,5,140931.57,1,0,1,10921.5,0,127181.84060000001,12.902867475394828,0
769,Germany,0,31,7,148913.72,2,1,0,53817.23,0,131879.9257,2.766975428214566,1
691,France,1,38,7,0.0,2,0,0,81617.4,0,0.0,0.0,0
818,France,0,49,2,0.0,1,0,1,192298.84,1,20737.684800000003,0.0,1
739,France,1,41,5,0.0,2,0,0,143882.25,0,0.0,0.0,1
639,France,0,50,6,115335.32,2,1,1,53130.41,0,119251.6369,2.1707558673861658,0
651,France,0,65,0,0.0,2,1,1,190454.04,0,11103.51,0.0,0
779,France,0,26,0,0.0,2,0,1,111906.0,0,712.6402,0.0,1
850,Germany,0,33,7,134678.13,1,1,0,113177.95,0,126100.36219999999,1.1899574081576125,1
829,France,1,38,9,0.0,2,1,0,30529.88,0,436.5833,0.0,1
579,Germany,1,31,2,90547.48,2,1,1,18800.13,0,108657.2502,4.816065842850935,0
510,France,1,32,9,103324.78,1,1,1,46127.7,0,111673.61709999999,2.2399239518997933,0
531,France,1,29,3,114590.58,1,0,0,75585.48,0,120373.1519,1.5160195315352694,0
628,Germany,0,36,3,91286.51,1,1,0,63085.94,0,108828.77770000002,1.4469953686135355,0
633,Spain,1,32,5,163340.12,2,1,1,74415.2,0,138996.1241,2.194953786944241,0
714,Spain,1,45,8,150900.29,2,0,1,139889.15,0,131836.71550000002,1.0787056129398676,1
604,Spain,1,23,9,124577.33,1,1,1,7267.25,0,124153.1602,17.139934647267225,0
630,Spain,1,35,1,0.0,2,0,0,186826.22,0,1620.6692,0.0,0
850,Spain,0,31,4,91292.7,1,1,1,162149.07,0,110305.9164,0.5630136329882558,1
788,Germany,0,57,8,93716.72,1,1,1,180150.49,1,116205.24220000001,0.5202106293986245,1
798,France,0,37,4,111723.08,1,1,1,83478.12,0,116014.5795,1.3383356221292224,1
770,Germany,1,45,4,110765.68,1,1,0,26163.74,1,113151.26710000001,4.233395019403976,1
569,Germany,1,25,9,173459.45,2,1,1,44381.06,0,140183.8575,3.908323543341612,0
425,Spain,0,22,7,169649.73,2,0,1,136365.0,1,129228.03590000002,1.244076456008096,0
547,Spain,0,31,9,0.0,2,0,0,99294.22,0,2018.7023,0.0,0
725,Germany,1,45,8,116917.07,1,0,0,173464.43,1,120190.38649999998,0.6740078988649209,1
506,France,1,37,5,0.0,2,1,1,127543.81,0,0.0,0.0,0
632,France,0,36,7,0.0,2,1,1,52526.65,0,0.0,0.0,0
620,France,1,22,0,0.0,1,1,0,32589.45,0,26861.422400000003,0.0,0
663,Germany,1,32,8,130627.66,1,1,0,47161.25,1,126536.89319999999,2.769750382986393,0
700,Spain,0,46,5,56580.95,2,0,1,45424.13,0,33626.9947,1.2455869691512165,0
696,Germany,1,38,6,142316.14,1,1,1,8018.49,0,131282.8956,17.746283117754373,0
767,Spain,1,31,6,0.0,2,1,1,195668.0,0,1446.9721,0.0,1
561,France,1,56,7,152759.0,2,1,0,133167.11,1,124670.58769999999,1.147113974959921,0
350,Germany,1,39,0,109733.2,2,0,0,123602.11,1,106954.88969999999,0.8877867231657844,0
706,France,1,54,9,117444.51,1,1,1,186238.85,0,118756.38389999999,0.6306089164053772,1
464,Spain,0,34,5,76001.57,1,1,1,158668.87,0,95912.28700000001,0.4789918211945343,0
501,France,0,34,3,107747.57,1,1,0,9249.36,0,115768.54109999997,11.647932621000697,0
745,Spain,0,35,8,0.0,2,1,1,116581.1,0,142.628,0.0,1
587,France,0,36,1,134997.49,2,1,0,44688.08,0,125750.3163,3.0208160472312247,0
667,France,0,48,2,0.0,2,1,1,148608.39,0,0.0,0.0,0
737,France,1,36,9,0.0,1,0,1,188670.9,1,16802.7462,0.0,1
485,Spain,0,30,7,0.0,1,1,0,107067.37,0,23303.630099999995,0.0,0
590,Spain,0,37,0,64345.21,1,0,1,61759.33,1,83857.3521,1.0418534033092115,0
518,Germany,0,35,8,141665.63,1,0,1,192776.64,0,127459.6713,0.7348654646877096,0
581,Spain,0,29,8,0.0,2,1,0,46735.19,0,142.628,0.0,0
785,Germany,0,33,5,136624.6,2,1,1,169117.74,0,123266.02889999999,0.807861979104149,1
799,France,0,52,4,161209.66,1,1,1,89081.41,0,131170.7898,1.8096688223859232,1
698,Spain,1,38,10,95010.92,1,1,1,105227.86,0,108881.4437,0.9028979312329336,0
730,France,0,41,4,167545.32,1,1,0,128246.81,0,143312.2671,1.3064185657439298,1
740,Germany,0,36,4,109044.6,1,0,0,94554.74,1,112107.1118,1.1532308879397486,1
785,France,0,47,9,122031.55,1,1,1,33823.5,1,126355.82479999999,3.6077857765820633,1
527,Spain,0,29,2,27755.97,1,1,0,97468.44,1,47872.466100000005,0.2847658712310238,0
544,France,0,29,1,118560.55,1,1,1,164137.36,0,121445.0724,0.7223207908254963,0
705,France,1,61,4,0.0,2,1,1,191313.7,0,1596.1301,0.0,1
684,France,1,34,9,0.0,2,1,1,65257.57,0,0.0,0.0,0
639,Spain,0,28,8,97840.72,1,1,1,178222.77,0,111787.7292,0.548976828399489,0
565,Germany,0,38,2,158651.29,2,1,1,179445.28,0,134183.16040000002,0.8841157922025467,0
481,France,1,44,9,175303.06,1,1,0,65500.53,1,138178.16199999998,2.67632007985157,0
731,Spain,1,25,8,96950.21,1,1,0,97877.92,0,108715.1066,0.9905116443867588,1
607,France,1,45,7,123859.6,1,0,1,113051.57,0,124298.6389,1.0955929617522184,0
760,France,0,32,7,0.0,2,1,1,105969.05,0,0.0,0.0,1
559,France,0,70,9,0.0,1,1,1,122996.76,0,24446.970699999998,0.0,0
715,France,0,33,3,85227.84,1,1,1,68087.15,0,102973.3311,1.2517279438492601,1
656,France,1,36,8,97786.08,2,0,1,21478.36,0,109736.4548,4.552560225258108,0
652,Germany,1,33,7,128135.99,1,1,0,158437.73,0,119964.30480000003,0.8087415873631403,0
624,Spain,1,33,6,0.0,2,0,0,76551.7,0,142.628,0.0,0
634,Spain,1,36,2,85996.19,1,1,0,15887.68,0,104689.86509999998,5.412418778652475,0
850,Spain,0,50,10,0.0,2,1,1,33741.84,0,6738.0155,0.0,1
659,Germany,0,39,1,104502.11,1,1,0,20652.69,0,114267.61189999999,5.05973073092508,0
529,Spain,1,35,5,95772.97,1,1,1,112781.5,0,110506.32199999999,0.849182896282668,0
572,Spain,1,31,5,98108.79,1,0,1,119996.95,0,110419.33679999998,0.817587217114959,0
640,Germany,1,39,9,131607.28,4,0,1,6981.43,1,110419.09259999997,18.848349356885784,0
770,Spain,1,55,9,63127.41,2,1,0,185211.28,1,59992.1326,0.34083814528928646,1
648,Spain,1,35,7,0.0,2,1,1,78436.36,0,142.628,0.0,0
579,France,1,31,9,0.0,1,0,1,139048.0,0,11271.451799999999,0.0,0
589,Germany,0,36,9,140355.56,2,1,0,136329.96,0,128080.87599999999,1.0295208073059854,0
530,Spain,0,36,2,0.0,2,1,1,14721.8,0,851.4178999999999,0.0,0
831,France,1,30,2,0.0,2,0,1,3430.38,0,1952.7891,0.0,1
790,Germany,1,24,7,107418.27,1,0,1,160450.21,0,114452.13130000001,0.6694762227096948,1
656,France,1,35,6,0.0,2,1,0,1485.27,0,0.0,0.0,0
563,Spain,1,32,6,0.0,2,1,1,19720.08,0,658.4836,0.0,0
667,Spain,1,39,7,167557.12,1,1,1,41183.02,0,136908.4211,4.068498412733871,0
613,Spain,1,34,8,117300.02,1,1,0,139410.08,0,118527.1634,0.8413966809524753,0
429,France,1,60,7,0.0,2,1,1,163691.48,0,11751.674299999997,0.0,0
665,France,0,23,9,143672.9,1,1,1,115147.33,0,131335.86729999998,1.2477202231243822,0
731,France,1,33,4,0.0,2,1,1,74945.11,0,0.0,0.0,1
584,France,0,37,1,0.0,2,1,1,180363.56,0,656.6778999999999,0.0,0
634,Germany,0,31,8,76798.92,1,0,0,196021.73,0,98781.81100000002,0.39178578933167596,0
488,France,1,34,3,0.0,2,1,1,125979.36,0,588.2032,0.0,0
535,Spain,0,49,7,115309.75,1,1,0,111421.77,0,114480.24699999999,1.0348849701008151,0
776,France,0,29,7,178171.04,2,1,1,115818.51,0,143286.4457,1.5383508357098041,1
850,Spain,0,38,3,0.0,2,0,1,179360.76,0,8890.5225,0.0,1
673,Spain,0,37,0,0.0,2,0,0,82351.06,0,2584.1315999999997,0.0,0
850,Germany,0,45,5,127258.79,1,1,1,192744.23,1,124394.88140000001,0.6602435245738636,1
627,Spain,0,30,6,0.0,1,1,1,113408.47,0,14111.7573,0.0,0
570,France,0,33,8,0.0,1,1,1,124641.42,0,5347.1143,0.0,0
796,Spain,1,67,5,0.0,2,0,1,54871.02,0,12401.263399999998,0.0,1
773,Spain,0,33,10,0.0,1,1,1,98820.09,0,25069.844899999996,0.0,1
752,Spain,1,36,2,0.0,2,1,1,45570.84,0,540.9818,0.0,1
625,Spain,0,69,1,107569.96,1,1,1,182336.45,0,113395.85119999999,0.5899498978405149,0
535,Germany,1,20,9,134874.4,1,1,1,118825.56,0,125322.7342,1.1350526346971586,0
786,France,0,29,4,0.0,2,1,0,103372.79,0,0.0,0.0,1
620,France,0,67,3,0.0,2,1,1,43486.73,0,9747.8347,0.0,0
605,Spain,0,48,6,0.0,2,1,1,40062.99,0,565.8095,0.0,0
670,Spain,0,32,3,0.0,2,1,0,46175.7,0,1139.9203,0.0,0
617,Spain,1,42,0,70105.87,1,1,1,120830.73,0,85413.8744,0.5801942089217791,0
595,France,1,41,9,0.0,2,1,0,5967.09,0,454.0885,0.0,0
687,Germany,0,29,4,78939.15,1,1,0,122134.56,1,99572.16369999999,0.6463240517339913,0
757,Germany,1,30,6,105128.85,2,1,1,62972.13,0,112800.55989999998,1.6694239273163016,1
746,Spain,1,31,2,113836.27,1,1,1,174815.54,0,117409.77470000001,0.6511756267456157,1
503,Spain,1,25,7,0.0,1,0,1,192841.13,0,19541.6312,0.0,0
543,Germany,1,48,1,100900.5,1,0,0,33310.72,1,115561.97490000002,3.028978989977101,0
428,Germany,0,40,3,129248.11,2,1,0,72876.43,1,123443.31439999999,1.7734998338991923,0
768,France,0,28,3,109118.05,2,0,1,50911.41,0,118395.52380000001,2.1432505355766893,1
618,France,1,56,7,0.0,1,1,1,142400.27,1,12347.391899999999,0.0,0
591,France,0,31,7,0.0,2,0,1,48778.46,0,0.0,0.0,0
658,France,0,35,5,126397.66,1,0,0,156361.58,1,122213.03199999999,0.8083625890542354,0
625,France,1,36,9,108546.16,3,1,0,133807.77,1,111557.55380000001,0.8112036303749001,0
717,France,1,36,2,148061.89,1,1,0,179128.69,1,130978.9014,0.8265625313146023,1
667,France,1,44,8,122277.87,1,1,1,91810.71,0,129296.3277,1.331833052668336,0
804,France,1,24,3,0.0,2,1,0,173195.33,0,2688.9881999999993,0.0,1
693,France,1,31,1,0.0,2,0,1,182270.88,0,559.6077,0.0,0
729,Germany,1,36,8,152899.24,2,1,0,177130.33,0,127765.2659,0.8631970414268328,1
484,Germany,1,54,3,134388.11,1,0,0,49954.79,1,128156.35670000002,2.690140822515268,0
632,Spain,0,40,3,109740.62,1,1,0,141896.74,0,113099.02189999998,0.7733782088425087,0
536,Germany,1,23,6,92366.72,2,1,0,120661.71,0,110302.61929999998,0.7654951558770725,0
573,France,0,26,4,129109.02,1,0,0,149814.68,1,123358.67659999998,0.8617857623447693,0
655,Spain,0,56,5,0.0,2,1,1,41782.7,0,2534.2853999999998,0.0,0
666,Germany,1,74,7,105102.5,1,1,1,46172.47,0,116130.12119999998,2.276253008491673,0
726,Germany,1,30,5,111375.32,2,1,0,2704.09,0,115490.96569999997,41.1725007301051,1
523,France,1,39,3,0.0,2,1,0,6726.53,0,557.7639,0.0,0
728,Germany,0,33,9,150412.14,2,1,0,170764.08,0,126664.31509999999,0.880813220126738,1
701,France,1,30,3,156660.72,2,1,0,45742.42,0,139776.50780000002,3.424770600886423,1
518,France,1,38,3,90957.81,1,0,1,162304.59,0,108223.61630000001,0.5604108275013818,0
739,France,1,37,7,104960.46,1,0,1,80883.82,0,116996.54479999999,1.2976533792125642,1
531,Germany,0,31,7,117052.82,1,1,0,118508.09,1,117726.25929999999,0.9877117443058588,0
452,Spain,1,44,3,88915.85,1,1,0,69697.74,0,112309.96130000001,1.2757167489684893,0
684,France,1,45,6,148071.39,1,1,0,183575.01,0,130459.7101,0.8065944455378457,0
728,Germany,1,39,6,152182.83,1,0,0,161203.6,0,132734.9984,0.944035281871609,1
783,Spain,1,39,9,0.0,2,1,0,143752.77,0,0.0,0.0,1
734,France,1,22,5,130056.23,1,0,0,121894.31,1,122311.48989999999,1.0669502378721545,1
648,Germany,1,34,3,95039.73,2,1,1,147055.87,0,106513.5556,0.646278749166904,0
688,France,1,52,1,0.0,2,1,1,172033.57,0,2533.0691,0.0,0
680,Spain,1,35,9,0.0,2,0,0,143774.06,0,612.747,0.0,0
516,France,0,43,2,112773.73,2,1,1,139366.58,0,118159.4471,0.8091819489152355,0
680,France,0,37,10,123806.28,1,1,0,81776.84,1,125661.27479999998,1.5139343372238738,0
604,France,1,53,8,144453.75,1,1,0,190998.96,1,129624.28309999999,0.7563025144089036,0
624,Germany,1,27,9,94667.29,2,0,1,4470.52,0,114478.13190000001,21.171165509714815,0
623,France,1,21,10,0.0,2,0,1,135851.3,0,731.9452,0.0,0
624,Spain,1,51,5,174397.21,2,1,1,172372.63,0,139038.86299999998,1.011739498669257,0
565,Germany,0,58,3,108888.24,3,0,1,135875.51,1,110571.271,0.801376485162888,0
565,France,1,55,4,118803.35,2,1,1,128124.7,1,117836.33780000001,0.9272405926367623,0
710,France,1,54,6,171137.62,1,1,1,167023.95,1,139006.16419999997,1.0246230877482674,1
645,France,1,42,6,0.0,1,0,0,149807.01,0,5710.5851,0.0,0
707,France,1,33,8,136678.52,1,1,0,54290.62,0,133021.6699,2.5174883342954213,1
655,Spain,0,36,1,135515.76,1,1,0,86013.96,0,126977.82450000002,1.575490589078923,0
705,Spain,0,24,5,177799.83,2,0,0,79886.06,0,142841.455,2.2256399221601093,1
358,Spain,0,52,8,143542.36,3,1,0,141959.11,1,120172.8658,1.0111457366439065,0
578,Germany,1,34,8,147487.23,2,1,0,66680.77,0,131046.2626,2.21180736504145,0
800,France,0,40,5,97764.41,1,1,0,98640.15,1,111864.64570000002,0.9911118230069298,1
612,France,0,33,9,0.0,1,0,0,142797.5,1,11392.007,0.0,0
681,Germany,0,48,8,139480.18,1,1,1,163581.67,0,129246.71430000002,0.8526586587686824,0
559,Spain,1,25,5,0.0,2,1,1,163221.22,0,0.0,0.0,0
488,Spain,0,39,9,140553.46,1,0,0,12440.44,0,125583.8121,11.297201931609202,0
717,France,0,36,5,0.0,2,1,1,145551.6,0,0.0,0.0,1
666,France,0,41,10,141162.08,1,1,0,50908.48,0,133640.01210000002,2.7728053792731724,0
582,Spain,1,26,4,65848.36,2,1,0,30149.21,0,49235.774,2.1840099952869316,0
733,Spain,0,30,0,83319.28,1,0,0,57769.2,0,101107.99080000001,1.4422536186476764,1
693,France,1,41,4,0.0,2,0,0,156381.47,0,0.0,0.0,0
694,France,0,33,4,129731.64,2,1,0,178123.86,0,124281.19060000003,0.7283185513801949,0
622,France,0,35,5,0.0,2,1,0,51112.8,0,0.0,0.0,0
598,Spain,0,38,6,0.0,2,0,0,173783.38,0,0.0,0.0,0
717,Spain,1,35,1,0.0,3,0,0,174770.14,1,2620.5876,0.0,1
494,Germany,1,37,5,107106.33,2,1,0,172063.09,0,113566.47189999999,0.6224792750189769,0
644,France,1,33,8,0.0,2,1,1,155294.17,0,0.0,0.0,0
554,France,0,30,9,0.0,2,1,1,40320.3,0,730.5437,0.0,0
476,Spain,0,69,1,105303.73,1,0,1,134260.34,0,111663.9057,0.7843190750218939,0
667,France,1,28,6,165798.1,1,1,0,147090.9,0,139463.20539999998,1.1271735561237568,0
748,Spain,0,40,4,0.0,2,1,0,132368.47,0,558.5333,0.0,1
531,Spain,0,45,1,126495.57,2,1,1,164741.5,0,122441.6189,0.7678381109913957,0
719,Spain,0,47,9,116393.59,1,1,0,63051.32,1,115070.42929999997,1.8459842556150194,1
845,Germany,0,41,2,81733.74,2,0,0,199761.29,0,88252.7819,0.4091550011766485,1
738,France,1,54,4,0.0,1,0,1,55725.04,1,9102.284500000002,0.0,1
563,Spain,0,46,8,106171.68,1,1,0,163145.5,1,116457.97889999999,0.6507751009062407,0
695,Spain,1,28,0,96020.86,1,1,1,57992.49,0,111548.20959999999,1.6557179090273755,0
841,Spain,1,41,1,0.0,2,0,1,193093.77,0,11775.3974,0.0,1
626,Germany,1,36,2,181671.16,2,1,1,57531.14,0,142912.5268,3.1577333991052656,0
613,France,0,29,6,185709.28,2,1,1,77242.19,0,146182.2661,2.404215569035924,0
824,Germany,1,60,8,134250.17,3,0,0,153046.16,1,122420.30140000001,0.8771817131399238,1
705,France,0,49,7,0.0,1,1,0,63405.2,1,6743.6547,0.0,1
584,France,0,44,5,95671.75,2,1,1,106564.88,0,111590.48650000004,0.8977709375646313,0
534,France,1,62,2,0.0,2,0,0,42763.12,1,7041.1372,0.0,0
672,France,0,34,1,142151.75,2,1,1,168753.34,0,129721.6004,0.8423590765132322,0
603,France,1,43,5,127823.93,1,1,1,19483.35,0,124783.1244,6.560338425454275,0
633,Germany,1,43,3,144164.29,1,1,1,158646.46,0,124729.34170000002,0.9087084659281656,0
842,France,1,58,1,63492.94,1,1,1,83172.19,0,84399.4059,0.7633822870085901,1
661,France,0,27,3,0.0,2,1,1,76889.79,0,0.0,0.0,0
601,France,1,74,2,0.0,2,0,1,51554.58,0,15515.858400000001,0.0,0
632,France,1,41,0,106134.46,1,0,1,105570.39,0,118934.99430000002,1.0053335472801865,0
684,Germany,1,29,8,127269.75,1,0,1,79495.01,0,124684.13500000002,1.6009577084434805,0
785,Germany,0,32,3,124493.03,2,0,1,52583.79,1,118242.51090000002,2.3674722291369803,1
687,France,1,39,7,0.0,2,1,0,26848.25,0,0.0,0.0,0
705,Germany,0,43,10,146547.78,1,0,1,10072.55,1,130822.09740000003,14.547779084831069,1
639,France,1,43,6,99610.92,2,1,0,187296.78,0,111740.6127,0.5318318241679105,0
729,Germany,1,46,5,117837.43,1,1,0,104016.61,1,116442.08619999998,1.1328603877747239,1
556,Spain,0,48,8,168522.37,1,1,1,151310.16,0,134604.4342,1.113747128764329,0
570,France,1,32,9,117337.54,2,0,1,62810.91,0,117951.96899999998,1.868077885229091,0
841,France,1,74,9,108131.53,1,0,1,60830.38,0,115699.3672,1.7775616795147504,1
705,Germany,1,35,4,136496.12,2,1,0,116672.02,0,125905.0484,1.1699030332805305,1
553,France,1,32,3,116324.53,1,1,0,77304.49,0,120581.66079999998,1.5047382792606319,0
779,Germany,0,40,2,75470.23,1,1,1,52894.01,0,99805.8588,1.4267929999446072,1
696,France,1,28,4,172646.82,1,1,1,116471.43,0,143335.2521,1.4822977420493417,0
728,Spain,0,37,4,0.0,1,0,0,4539.38,0,23103.235399999994,0.0,1
691,Germany,1,27,3,160358.68,2,1,0,142367.72,0,134346.1903,1.1263617457542638,0
706,France,1,30,3,98415.37,1,1,1,110520.48,0,108800.25270000001,0.8904637360990822,1
627,Germany,0,30,6,57809.32,1,1,0,188258.49,0,89681.77859999998,0.30707254120363336,0
716,Germany,0,18,3,128743.8,1,0,0,197322.13,0,121807.24229999998,0.6524516411228628,1
501,Germany,1,24,4,130806.42,2,1,0,80241.14,0,125926.85310000001,1.6301462049740947,0
601,France,1,41,1,123971.16,1,0,1,172814.99,0,121191.2401,0.7173593137996085,0
545,Spain,0,39,6,0.0,1,0,0,38410.74,1,20342.2192,0.0,0
634,France,1,45,9,0.0,2,0,0,17622.82,0,0.0,0.0,0
451,Spain,0,23,9,0.0,2,0,1,48021.71,0,4301.796799999999,0.0,0
655,France,0,59,7,0.0,1,1,0,88958.49,1,11301.2283,0.0,0
458,France,0,39,9,0.0,2,1,0,116343.09,0,0.0,0.0,0
520,France,1,33,4,156297.58,2,1,1,166102.61,0,132519.91319999998,0.9409643775954056,0
624,Spain,0,28,2,0.0,2,0,1,104353.26,0,0.0,0.0,0
765,France,1,51,3,123372.3,1,1,1,115429.32,0,119912.19560000002,1.068803239911316,1
667,Germany,0,37,5,92171.35,3,1,0,178106.34,1,104606.80870000001,0.5175045003760093,0
665,Spain,1,41,8,0.0,2,1,0,132152.32,0,0.0,0.0,0
709,Germany,1,34,4,148375.19,2,1,1,21521.38,0,131322.03039999996,6.89399545960995,1
583,France,0,44,8,0.0,2,1,1,27431.62,0,0.0,0.0,0
782,Spain,1,34,6,147422.44,1,0,1,42143.61,0,131926.89059999998,3.4980140995491475,1
668,Spain,0,24,7,173962.32,1,0,0,106457.11,1,139794.2575,1.6340917568421984,0
621,France,1,47,0,0.0,1,1,1,133831.37,1,5710.751799999999,0.0,0
579,Germany,0,64,6,145215.43,1,1,1,164083.72,0,125151.7792,0.8850027595500666,0
547,France,0,38,5,167539.97,1,0,1,159207.34,0,141086.91210000002,1.0523316178034392,0
840,France,0,39,1,94968.97,1,1,0,84487.62,0,110721.26289999999,1.1240445162910697,1
667,Germany,0,27,3,106116.5,2,1,0,3674.71,0,111776.2646,28.869660555375695,0
723,France,1,34,5,0.0,2,0,1,12092.03,0,612.9705,0.0,1
487,France,1,45,2,0.0,2,1,0,77475.73,0,635.6202,0.0,0
668,France,0,31,9,0.0,2,0,0,41291.73,0,0.0,0.0,0
520,Germany,1,34,8,120018.86,2,1,1,343.38,0,122034.33239999997,348.5070561588943,0
549,France,1,37,2,112541.54,2,0,0,47432.43,0,116789.95730000002,2.3726207444833736,0
567,France,0,35,5,166118.45,2,1,0,127827.18,0,141546.77990000002,1.2995448265006981,0
720,France,0,45,1,102882.4,2,1,1,35633.15,1,118443.72830000002,2.887185466750294,1
